"","X","lagoslakeid","year","total_obs","count_oligotrophic","count_mesotrophic","count_eutrophic","Trophic_State","value","lake_namelagos","lake_centroidstate","lake_lat_decdeg","lake_lon_decdeg","trend"
"22851",22851,450461,2019,30,26,4,0,"Eutrophic",0,"Flaming Gorge Reservoir; Buckboard Reservoir","WY",41.32915,-109.4628,"no trend"
"22852",22852,450463,1984,2,2,0,0,"Oligotrophic",100,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22853",22853,450463,1984,2,2,0,0,"Mesotrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22854",22854,450463,1984,2,2,0,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22855",22855,450463,1985,3,3,0,0,"Oligotrophic",100,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22856",22856,450463,1985,3,3,0,0,"Mesotrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22857",22857,450463,1985,3,3,0,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22858",22858,450463,1986,5,3,2,0,"Oligotrophic",60,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22859",22859,450463,1986,5,3,2,0,"Mesotrophic",40,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22860",22860,450463,1986,5,3,2,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22861",22861,450463,1987,4,4,0,0,"Oligotrophic",100,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22862",22862,450463,1987,4,4,0,0,"Mesotrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22863",22863,450463,1987,4,4,0,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22864",22864,450463,1988,4,3,1,0,"Oligotrophic",75,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22865",22865,450463,1988,4,3,1,0,"Mesotrophic",25,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22866",22866,450463,1988,4,3,1,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22867",22867,450463,1989,6,4,2,0,"Oligotrophic",66.6666666666667,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22868",22868,450463,1989,6,4,2,0,"Mesotrophic",33.3333333333333,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22869",22869,450463,1989,6,4,2,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22870",22870,450463,1990,3,2,1,0,"Oligotrophic",66.6666666666667,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22871",22871,450463,1990,3,2,1,0,"Mesotrophic",33.3333333333333,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22872",22872,450463,1990,3,2,1,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22873",22873,450463,1991,4,2,2,0,"Oligotrophic",50,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22874",22874,450463,1991,4,2,2,0,"Mesotrophic",50,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22875",22875,450463,1991,4,2,2,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22876",22876,450463,1992,5,5,0,0,"Oligotrophic",100,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22877",22877,450463,1992,5,5,0,0,"Mesotrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22878",22878,450463,1992,5,5,0,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22879",22879,450463,1993,3,3,0,0,"Oligotrophic",100,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22880",22880,450463,1993,3,3,0,0,"Mesotrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22881",22881,450463,1993,3,3,0,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22882",22882,450463,1994,5,4,1,0,"Oligotrophic",80,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22883",22883,450463,1994,5,4,1,0,"Mesotrophic",20,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22884",22884,450463,1994,5,4,1,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22885",22885,450463,1995,3,1,2,0,"Oligotrophic",33.3333333333333,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22886",22886,450463,1995,3,1,2,0,"Mesotrophic",66.6666666666667,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22887",22887,450463,1995,3,1,2,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22888",22888,450463,1996,7,3,4,0,"Oligotrophic",42.8571428571429,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22889",22889,450463,1996,7,3,4,0,"Mesotrophic",57.1428571428571,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22890",22890,450463,1996,7,3,4,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22891",22891,450463,1997,5,2,3,0,"Oligotrophic",40,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22892",22892,450463,1997,5,2,3,0,"Mesotrophic",60,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22893",22893,450463,1997,5,2,3,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22894",22894,450463,1998,5,3,2,0,"Oligotrophic",60,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22895",22895,450463,1998,5,3,2,0,"Mesotrophic",40,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22896",22896,450463,1998,5,3,2,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22897",22897,450463,1999,11,9,2,0,"Oligotrophic",81.8181818181818,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22898",22898,450463,1999,11,9,2,0,"Mesotrophic",18.1818181818182,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22899",22899,450463,1999,11,9,2,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22900",22900,450463,2000,10,7,3,0,"Oligotrophic",70,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22901",22901,450463,2000,10,7,3,0,"Mesotrophic",30,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22902",22902,450463,2000,10,7,3,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22903",22903,450463,2001,10,5,5,0,"Oligotrophic",50,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22904",22904,450463,2001,10,5,5,0,"Mesotrophic",50,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22905",22905,450463,2001,10,5,5,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22906",22906,450463,2002,10,8,2,0,"Oligotrophic",80,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22907",22907,450463,2002,10,8,2,0,"Mesotrophic",20,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22908",22908,450463,2002,10,8,2,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22909",22909,450463,2003,8,8,0,0,"Oligotrophic",100,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22910",22910,450463,2003,8,8,0,0,"Mesotrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22911",22911,450463,2003,8,8,0,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22912",22912,450463,2004,10,9,1,0,"Oligotrophic",90,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22913",22913,450463,2004,10,9,1,0,"Mesotrophic",10,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22914",22914,450463,2004,10,9,1,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22915",22915,450463,2005,11,8,3,0,"Oligotrophic",72.7272727272727,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22916",22916,450463,2005,11,8,3,0,"Mesotrophic",27.2727272727273,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22917",22917,450463,2005,11,8,3,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22918",22918,450463,2006,11,9,2,0,"Oligotrophic",81.8181818181818,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22919",22919,450463,2006,11,9,2,0,"Mesotrophic",18.1818181818182,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22920",22920,450463,2006,11,9,2,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22921",22921,450463,2007,9,7,2,0,"Oligotrophic",77.7777777777778,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22922",22922,450463,2007,9,7,2,0,"Mesotrophic",22.2222222222222,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22923",22923,450463,2007,9,7,2,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22924",22924,450463,2008,9,8,1,0,"Oligotrophic",88.8888888888889,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22925",22925,450463,2008,9,8,1,0,"Mesotrophic",11.1111111111111,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22926",22926,450463,2008,9,8,1,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22927",22927,450463,2009,12,10,2,0,"Oligotrophic",83.3333333333333,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22928",22928,450463,2009,12,10,2,0,"Mesotrophic",16.6666666666667,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22929",22929,450463,2009,12,10,2,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22930",22930,450463,2010,8,5,3,0,"Oligotrophic",62.5,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22931",22931,450463,2010,8,5,3,0,"Mesotrophic",37.5,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22932",22932,450463,2010,8,5,3,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22933",22933,450463,2011,11,9,2,0,"Oligotrophic",81.8181818181818,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22934",22934,450463,2011,11,9,2,0,"Mesotrophic",18.1818181818182,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22935",22935,450463,2011,11,9,2,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22936",22936,450463,2012,5,5,0,0,"Oligotrophic",100,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22937",22937,450463,2012,5,5,0,0,"Mesotrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22938",22938,450463,2012,5,5,0,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22939",22939,450463,2013,8,7,1,0,"Oligotrophic",87.5,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22940",22940,450463,2013,8,7,1,0,"Mesotrophic",12.5,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22941",22941,450463,2013,8,7,1,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22942",22942,450463,2014,8,7,1,0,"Oligotrophic",87.5,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22943",22943,450463,2014,8,7,1,0,"Mesotrophic",12.5,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22944",22944,450463,2014,8,7,1,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22945",22945,450463,2015,11,10,1,0,"Oligotrophic",90.9090909090909,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22946",22946,450463,2015,11,10,1,0,"Mesotrophic",9.09090909090909,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22947",22947,450463,2015,11,10,1,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22948",22948,450463,2016,12,8,4,0,"Oligotrophic",66.6666666666667,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22949",22949,450463,2016,12,8,4,0,"Mesotrophic",33.3333333333333,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22950",22950,450463,2016,12,8,4,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22951",22951,450463,2017,8,7,1,0,"Oligotrophic",87.5,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22952",22952,450463,2017,8,7,1,0,"Mesotrophic",12.5,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22953",22953,450463,2017,8,7,1,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22954",22954,450463,2018,11,10,1,0,"Oligotrophic",90.9090909090909,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22955",22955,450463,2018,11,10,1,0,"Mesotrophic",9.09090909090909,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22956",22956,450463,2018,11,10,1,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22957",22957,450463,2019,7,7,0,0,"Oligotrophic",100,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22958",22958,450463,2019,7,7,0,0,"Mesotrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22959",22959,450463,2019,7,7,0,0,"Eutrophic",0,"Willow Lake","WY",42.99624,-109.88845,"trending oligotrophic"
"22960",22960,450562,1984,1,1,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22961",22961,450562,1984,1,1,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22962",22962,450562,1984,1,1,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22963",22963,450562,1985,2,1,1,0,"Oligotrophic",50,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22964",22964,450562,1985,2,1,1,0,"Mesotrophic",50,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22965",22965,450562,1985,2,1,1,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22966",22966,450562,1986,3,2,1,0,"Oligotrophic",66.6666666666667,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22967",22967,450562,1986,3,2,1,0,"Mesotrophic",33.3333333333333,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22968",22968,450562,1986,3,2,1,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22969",22969,450562,1987,4,4,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22970",22970,450562,1987,4,4,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22971",22971,450562,1987,4,4,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22972",22972,450562,1988,3,3,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22973",22973,450562,1988,3,3,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22974",22974,450562,1988,3,3,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22975",22975,450562,1989,5,4,1,0,"Oligotrophic",80,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22976",22976,450562,1989,5,4,1,0,"Mesotrophic",20,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22977",22977,450562,1989,5,4,1,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22978",22978,450562,1990,1,0,1,0,"Oligotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22979",22979,450562,1990,1,0,1,0,"Mesotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22980",22980,450562,1990,1,0,1,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22981",22981,450562,1991,4,2,2,0,"Oligotrophic",50,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22982",22982,450562,1991,4,2,2,0,"Mesotrophic",50,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22983",22983,450562,1991,4,2,2,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22984",22984,450562,1992,4,4,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22985",22985,450562,1992,4,4,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22986",22986,450562,1992,4,4,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22987",22987,450562,1993,5,4,0,1,"Oligotrophic",80,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22988",22988,450562,1993,5,4,0,1,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22989",22989,450562,1993,5,4,0,1,"Eutrophic",20,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22990",22990,450562,1994,4,4,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22991",22991,450562,1994,4,4,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22992",22992,450562,1994,4,4,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22993",22993,450562,1995,1,1,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22994",22994,450562,1995,1,1,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22995",22995,450562,1995,1,1,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22996",22996,450562,1996,5,4,1,0,"Oligotrophic",80,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22997",22997,450562,1996,5,4,1,0,"Mesotrophic",20,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22998",22998,450562,1996,5,4,1,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"22999",22999,450562,1997,2,2,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23000",23000,450562,1997,2,2,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23001",23001,450562,1997,2,2,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23002",23002,450562,1998,3,3,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23003",23003,450562,1998,3,3,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23004",23004,450562,1998,3,3,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23005",23005,450562,1999,6,6,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23006",23006,450562,1999,6,6,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23007",23007,450562,1999,6,6,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23008",23008,450562,2000,6,5,1,0,"Oligotrophic",83.3333333333333,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23009",23009,450562,2000,6,5,1,0,"Mesotrophic",16.6666666666667,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23010",23010,450562,2000,6,5,1,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23011",23011,450562,2001,8,8,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23012",23012,450562,2001,8,8,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23013",23013,450562,2001,8,8,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23014",23014,450562,2002,7,7,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23015",23015,450562,2002,7,7,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23016",23016,450562,2002,7,7,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23017",23017,450562,2003,7,6,1,0,"Oligotrophic",85.7142857142857,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23018",23018,450562,2003,7,6,1,0,"Mesotrophic",14.2857142857143,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23019",23019,450562,2003,7,6,1,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23020",23020,450562,2004,5,3,2,0,"Oligotrophic",60,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23021",23021,450562,2004,5,3,2,0,"Mesotrophic",40,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23022",23022,450562,2004,5,3,2,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23023",23023,450562,2005,8,7,1,0,"Oligotrophic",87.5,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23024",23024,450562,2005,8,7,1,0,"Mesotrophic",12.5,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23025",23025,450562,2005,8,7,1,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23026",23026,450562,2006,10,9,1,0,"Oligotrophic",90,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23027",23027,450562,2006,10,9,1,0,"Mesotrophic",10,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23028",23028,450562,2006,10,9,1,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23029",23029,450562,2007,6,5,1,0,"Oligotrophic",83.3333333333333,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23030",23030,450562,2007,6,5,1,0,"Mesotrophic",16.6666666666667,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23031",23031,450562,2007,6,5,1,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23032",23032,450562,2008,6,6,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23033",23033,450562,2008,6,6,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23034",23034,450562,2008,6,6,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23035",23035,450562,2009,11,11,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23036",23036,450562,2009,11,11,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23037",23037,450562,2009,11,11,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23038",23038,450562,2010,8,7,1,0,"Oligotrophic",87.5,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23039",23039,450562,2010,8,7,1,0,"Mesotrophic",12.5,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23040",23040,450562,2010,8,7,1,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23041",23041,450562,2011,7,7,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23042",23042,450562,2011,7,7,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23043",23043,450562,2011,7,7,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23044",23044,450562,2012,3,3,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23045",23045,450562,2012,3,3,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23046",23046,450562,2012,3,3,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23047",23047,450562,2013,5,5,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23048",23048,450562,2013,5,5,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23049",23049,450562,2013,5,5,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23050",23050,450562,2014,7,7,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23051",23051,450562,2014,7,7,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23052",23052,450562,2014,7,7,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23053",23053,450562,2015,7,7,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23054",23054,450562,2015,7,7,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23055",23055,450562,2015,7,7,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23056",23056,450562,2016,9,9,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23057",23057,450562,2016,9,9,0,0,"Mesotrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23058",23058,450562,2016,9,9,0,0,"Eutrophic",0,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
"23059",23059,450562,2017,8,8,0,0,"Oligotrophic",100,"Spruce Lake","WY",42.96635,-109.62223,"trending oligotrophic"
